review,rating,date,bank,source,sentiment_score,sentiment_label,top_keywords,themes
i can't take screenshot,1,2025-04-18,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,CBE,Google Play,0.7823,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
perfectly special,5,2025-04-18,CBE,Google Play,0.7845,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Fast and Reliable,5,2025-04-18,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
great app!!!,5,2025-04-17,CBE,Google Play,0.7163,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
because sometimes it doesn't working it load too much,3,2025-04-17,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,CBE,Google Play,0.7629,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
very nice app ever!!!,5,2025-04-16,CBE,Google Play,0.6084,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
the best app,5,2025-04-16,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Biometric security for mobile banking is not available,5,2025-04-16,CBE,Google Play,0.34,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
great,5,2025-04-15,CBE,Google Play,0.6249,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Nice service,5,2025-04-15,CBE,Google Play,0.4215,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Customer Support
great app,5,2025-04-15,CBE,Google Play,0.6249,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it's special apps,5,2025-04-15,CBE,Google Play,0.4019,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Good 🔥,5,2025-04-14,CBE,Google Play,0.128,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
very interesting app i am using every day fantastic,5,2025-04-14,CBE,Google Play,0.7645,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
lebaa bank,5,2025-04-14,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
OK,5,2025-04-13,CBE,Google Play,0.296,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
grateful app,5,2025-04-13,CBE,Google Play,0.4588,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
everthing wellbeok,3,2025-04-13,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,CBE,Google Play,0.6486,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work","UI/UX, Feature Requests"
nice app 👌,5,2025-04-12,CBE,Google Play,0.8374,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
why did this app is not screenshot,5,2025-04-12,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it so good app,5,2025-04-12,CBE,Google Play,0.4927,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
جميل,5,2025-04-11,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"less network, specially to make fee for utility purpose",1,2025-04-11,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
simply for used,4,2025-04-11,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
wow keep up,5,2025-04-10,CBE,Google Play,0.5859,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,CBE,Google Play,0.6705,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",UI/UX
good one,5,2025-04-10,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
everything is easy thank you cebe,5,2025-04-10,CBE,Google Play,0.6597,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
ፈጣን ቀልጣፋ,5,2025-04-10,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
ጎበዝ,5,2025-04-09,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
but this app says can't sync,5,2025-04-09,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
waw,5,2025-04-09,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
to slow,3,2025-04-09,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Performance
work on screen shot system,4,2025-04-08,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",UI/UX
very very nice aplication,1,2025-04-08,CBE,Google Play,0.5222,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
wonder full and it is easy to use,5,2025-04-08,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
easy and reliable,2,2025-04-08,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it is Very Useful app 👍,5,2025-04-07,CBE,Google Play,0.4927,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
perfect app,5,2025-04-07,CBE,Google Play,0.5719,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
I like it.,5,2025-04-07,CBE,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
bugs,3,2025-04-07,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
commerial Bank,5,2025-04-06,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Genat biru,2,2025-04-06,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
🙏,5,2025-04-06,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it is good but it doesn't allow screen shot,4,2025-04-06,CBE,Google Play,-0.0127,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",UI/UX
the best one,5,2025-04-06,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,CBE,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
bring back the screenshot feature.,1,2025-04-05,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
Good!👍,3,2025-04-05,CBE,Google Play,0.4926,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
best app to experience him that to smooth transaction among the customers,1,2025-04-05,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,CBE,Google Play,0.296,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
easy to use,5,2025-04-05,CBE,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,CBE,Google Play,0.9464,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,CBE,Google Play,0.4601,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
cool ❤,4,2025-04-04,CBE,Google Play,0.7579,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Best app,5,2025-04-04,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
best banking App,4,2025-04-03,CBE,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
satisfied,5,2025-04-03,CBE,Google Play,0.4215,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
this app is very necessary app many people found it,5,2025-04-03,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,CBE,Google Play,0.7554,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,CBE,Google Play,0.8104,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
perfect,5,2025-04-03,CBE,Google Play,0.5719,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
thankyou,5,2025-04-02,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
I Like it,5,2025-04-02,CBE,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,CBE,Google Play,0.3975,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
smart app,5,2025-04-02,CBE,Google Play,0.4019,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
isin ga'a,2,2025-04-02,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
it's great,5,2025-04-02,CBE,Google Play,0.6249,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
very good app and stars faction with work,5,2025-04-02,CBE,Google Play,0.4927,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
It is excelent,5,2025-04-01,CBE,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
